,date,sentiment_score,content,source
35700,2019-05-23,0.959236,云财经讯，白皮书以中国联通和腾讯在5G文旅领域的前沿探索为基础，给出了5G+文化旅游的应用场景和典型案例，并提出构建5G文旅生态的建议。未来，中国联通与腾讯将携手加速产业链建设，推进更多5G文旅应用示范项目落地，加快5G网络技术产品研发与商用部署。,yuncaijing
82229,2019-05-23,0.94335,【中国联通与腾讯联合发布《2019中国智慧文旅5G应用白皮书》】白皮书以中国联通和腾讯在5G文旅领域的前沿探索为基础，给出了5G+文化旅游的应用场景和典型案例，并提出构建5G文旅生态的建议。未来，中国联通与腾讯将携手加速产业链建设，推进更多5G文旅应用示范项目落地，加快5G网络技术产品研发与商用部署。,wallstreetcn
36260,2019-05-25,0.112685,云财经讯，上证综指昨日勉强收涨，次新股活跃，汽车、燃料电池、风电午后拉升。在中美贸易升级背景下，资金避险情绪高涨，互联互通市场中，北上资金周内净卖出合计163亿元，环比上周有所减少。虽然涉及中美贸易争端的电子股标的遭净卖出，但是北上资金还是加仓了部分龙头电子股标的。从上周五至本周四，北上资金增持了多家电子股标的，其中京东方A获增持力度做大，另外，中国联通也获增持约8862万元。（证券时报）,yuncaijing
15582,2019-05-27,0.926031,午后，恒指显著回升，板块方面，科技及互联网板块个股悉数下挫。中国联通、中国移动、中国电信全线下挫；内资半导体板块上涨；个股方面，腾讯控股延续近日跌势，市值逼近3万亿港元；阅文集团目前跌近10%.,10jqka
66724,2019-05-27,0.956129,【进一步提速降费！三大运营商公布提速降费举措】近日，三大运营商积极响应落实国家网络提速降费新要求、新部署，推出了具体举措。①中国电信：全面下调套外流量价格。针对用户担心产生高额套外流量费的情况，2019年1月，中国电信全面下调套餐外流量资费至不超过0.03元/MB，套外流量资费降幅最高达到90%，确保用户知情、敢用、放心用。 ②中国移动：达量不限速，支持多人“畅享”。自2019年4月20日起，中国移动陆续在北京、四川、辽宁等10个省（市）试点推出了畅享系列套餐。③中国联通：大幅下调港澳台地区数据漫游资费。为满足用户港澳台地区漫游使用需求，2019年6月1日起，中国联通将调整港澳台地区漫游流量费，大幅提升每日25元封顶高速流量，同时调整港澳台地区数据漫游日套餐包流量。（人民邮电报）,sina
66730,2019-05-27,0.961952,【三大电信运营商送上“提速降费”大礼包】为落实国家网络提速降费政策，中国电信、中国移动、中国联通等三家基础电信运营企业，近期陆续推出一系列惠民惠企新举措。其中，中国电信推出全面下调套外流量价格、更加优惠的“达量放心用流量包”、港澳台方向优惠流量包等七大惠民新举措；中国移动推出“查网龄送流量”活动、“畅享系列”套餐、“语音翻番”优惠活动等六大惠民服务举措；中国联通推出特惠假日流量包、异地业务服务、话费购服务等八项惠民便民措施。（央视）,sina
44110,2019-05-27,0.63656,【好消息！三大电信运营商送上“提速降费”大礼包】为落实国家网络提速降费政策，切实履行社会责任，确保实实在在降费、让广大群众明明白白消费，中国电信、中国移动、中国联通等三家基础电信运营企业，近期陆续推出一系列惠民惠企新举措。（工信微报）,eastmoney
44499,2019-05-28,0.754133,【上证50集合竞价异常拉升 多只权重股上扬】5月28日临近收盘，上证50快速拉升，中国中车、中国联通、浦发银行、中国重工等纷纷上扬。而北向资金尾盘大幅流入，净流入超70亿元。（证券时报网）,eastmoney
44465,2019-05-28,0.150125,【中国联通与中国电信探索合并？前者回应：尚未接到任何通知】5月28日消息，针对中国联通和中国电信探索合并的消息，中国联通回应称，尚未接到任何通知。据外媒报道，GSMA总干事葛瑞德日前在接受采访时表示，中国政府在探索让中国联通和中国电信两大运营商合并，以加速5G移动服务的发展。（腾讯科技）,eastmoney
44464,2019-05-28,0.497207,【GSMA回应：电信、联通合并言论报道失实】28日下午，有消息称，GSMA会长葛瑞德近日向媒体透露，中国政府在探索让中国联通和中国电信两大运营商合并。GSMA大中华区就此事回应e公司记者称，原载于海外媒体有关GSMA高层访谈的文章内容有偏差，加上有媒体在翻译文章时未能准确解读，因此在业界和公众之间造成一定误。（证券时报网）,eastmoney
36769,2019-05-28,0.318936,云财经讯，有消息称，GSMA会长葛瑞德近日向媒体透露，中国政府在探索让中国联通和中国电信两大运营商合并。GSMA大中华区就此事回应称，原载于海外媒体有关GSMA高层访谈的文章内容有偏差，加上有媒体在翻译文章时未能准确解读，因此在业界和公众之间造成一定误。GSMA并未对中国政府是否在探索运营商之间的机构调整方面作出评论。（证券时报）,yuncaijing
36788,2019-05-28,0.678959, 云财经讯，针对中国联通和中国电信正探索合并的传闻，中国联通回应称，尚未接到任何通知（新浪科技）,yuncaijing
84308,2019-05-28,0.257793,"【GSMA回应：电信、联通合并言论报道失实】有消息称，GSMA会长葛瑞德近日向媒体透露，中国政府在探索让中国联通和中国电信两大运营商合并。GSMA大中华区就此事回应称，原载于海外媒体有关GSMA高层访谈的文章内容有偏差，加上有媒体在翻译文章时未能准确解读，因此在业界和公众之间造成一定误。GSMA并未对中国政府是否在探索运营商之间的机构调整方面作出评论。（证券时报）
",wallstreetcn
67243,2019-05-28,0.556889,针对中国联通和中国电信正探索合并的传闻，中国联通回应称，尚未接到任何通知。,sina
67205,2019-05-28,0.300043,【GSMA回应：电信、联通合并言论报道失实 】28日下午，有消息称，GSMA会长葛瑞德近日向媒体透露，中国政府在探索让中国联通和中国电信两大运营商合并。GSMA大中华区就此事回应称，原载于海外媒体有关GSMA高层访谈的文章内容有偏差，加上有媒体在翻译文章时未能准确解读，因此在业界和公众之间造成一定误。GSMA并未对中国政府是否在探索运营商之间的机构调整方面作出评论。（e公司）,sina
84309,2019-05-28,0.257793,【GSMA回应：电信、联通合并言论报道失实】有消息称，GSMA会长葛瑞德近日向媒体透露，中国政府在探索让中国联通和中国电信两大运营商合并。GSMA大中华区就此事回应称，原载于海外媒体有关GSMA高层访谈的文章内容有偏差，加上有媒体在翻译文章时未能准确解读，因此在业界和公众之间造成一定误。GSMA并未对中国政府是否在探索运营商之间的机构调整方面作出评论。（证券时报）,wallstreetcn
67507,2019-05-28,0.912684,  【三大运营商提速降费举措密集出台】记者日前从中国电信、中国移动、中国联通获悉，三大运营商网络提速降费实施方案密集出炉，具体举措包括全面下调套外流量价格、大幅下调港澳台地区数据漫游资费、面向中小企业宽带资费降低15%等。围绕消费者权益保护，针对增值业务乱收费问题，三大运营商还推出增值业务0000统一查询和退订服务，即编辑短信“0000”至运营商官方号码，即可进行查询和退订相关业务套餐和行业短信。（经济参考报）,sina
84349,2019-05-28,0.588516,针对中国联通和中国电信正探索合并的传闻，中国联通回应称，尚未接到任何通知。（新浪科技）,wallstreetcn
36810,2019-05-28,0.894626,云财经讯，5月28日临近收盘，上证50快速拉升，中国中车、中国联通、浦发银行、中国重工等纷纷上扬。而北向资金尾盘大幅流入，净流入超70亿元。,yuncaijing
84350,2019-05-28,0.588516,针对中国联通和中国电信正探索合并的传闻，中国联通回应称，尚未接到任何通知。（新浪科技）,wallstreetcn
36939,2019-05-28,0.944285,云财经讯，记者日前从中国电信、中国移动、中国联通获悉，三大运营商网络提速降费实施方案密集出炉，具体举措包括全面下调套外流量价格、大幅下调港澳台地区数据漫游资费、面向中小企业宽带资费降低15%等。围绕消费者权益保护，针对增值业务乱收费问题，三大运营商还推出增值业务0000统一查询和退订服务，即编辑短信“0000”至运营商官方号码，即可进行查询和退订相关业务套餐和行业短信。（经济参考报）,yuncaijing
15850,2019-05-28,0.341686, 5月28日下午消息，针对中国联通和中国电信正探索合并的传闻，中国联通回应称，尚未接到任何通知。,10jqka
45019,2019-05-29,0.969182,【白云机场1号航站楼5G全覆盖】国内机场中首个5G覆盖的航站楼出现在广州。日前，白云国际机场与广州联通联合宣告，已合作完成1号航站楼的5G覆盖。据了解，中国联通在白云机场开通了5G基站，应用了新型5G数字化室内分布技术。白云机场是广州联通在国内首个基于3.5GHz频段实现5G网络覆盖的大型交通枢纽。(广州日报),eastmoney
68130,2019-05-29,0.972002,【白云机场1号航站楼5G全覆盖】国内机场中首个5G覆盖的航站楼出现在广州。日前，白云国际机场与广州联通联合宣告，已合作完成1号航站楼的5G覆盖。据了解，中国联通在白云机场开通了5G基站，应用了新型5G数字化室内分布技术。白云机场是广州联通在国内首个基于3.5GHz频段实现5G网络覆盖的大型交通枢纽。（广州日报）,sina
37495,2019-05-30,0.914693,云财经讯，5月29日，三一重工与中国联通在北京签署战略合作协议。根据协议，双方将在企业基础通信、信息化领域及“一带一路”海外业务上展开全面合作；成立“5G联合实验室”共同打造智能制造创新业务应用；将创新应用延伸至三一产品研发、销售和售后服务等领域，为客户带来更高效的服务体验。,yuncaijing
16497,2019-05-30,0.807052,三一重工与中国联通近日在北京签署战略合作协议。根据协议，双方将在企业基础通信、信息化领域及“一带一路”海外业务上展开全面合作；成立“5G联合实验室”共同打造智能制造创新业务应用；将创新应用延伸至三一产品研发、销售和售后服务等领域...,10jqka
37480,2019-05-30,0.788786, 云财经讯，作为亚洲最大的客滚航母企业，渤海轮渡将借助中国联通强大的技术力量、通信设备和资源优势，打造渤海湾“海上高速路”“海上高速信息网”，开启海洋经济与海洋文化发展的新纪元。随着基础通信业务的覆盖，渤海轮渡与中国联通将进一步探索物联网业务、云业务及信息化业务，不断提高渤海轮渡船舶智慧化运营水平。,yuncaijing
85815,2019-05-30,0.492926,【渤海轮渡与中国联通共建海上高速信息网，进一步探索物联网业务】作为亚洲最大的客滚航母企业，渤海轮渡将借助中国联通强大的技术力量、通信设备和资源优势，打造渤海湾“海上高速路”“海上高速信息网”，开启海洋经济与海洋文化发展的新纪元。随着基础通信业务的覆盖，渤海轮渡与中国联通将进一步探索物联网业务、云业务及信息化业务，不断提高渤海轮渡船舶智慧化运营水平。,wallstreetcn
68665,2019-05-30,0.873527,【中国联通与三一重工签署战略合作协议】5月29日，三一重工与中国联通在北京签署战略合作协议。根据协议，双方将在企业基础通信、信息化领域及“一带一路”海外业务上展开全面合作；成立“5G联合实验室”共同打造智能制造创新业务应用；将创新应用延伸至三一产品研发、销售和售后服务等领域，为客户带来更高效的服务体验。,sina
85838,2019-05-30,0.873527,【中国联通与三一重工签署战略合作协议】5月29日，三一重工与中国联通在北京签署战略合作协议。根据协议，双方将在企业基础通信、信息化领域及“一带一路”海外业务上展开全面合作；成立“5G联合实验室”共同打造智能制造创新业务应用；将创新应用延伸至三一产品研发、销售和售后服务等领域，为客户带来更高效的服务体验。,wallstreetcn
69421,2019-05-31,0.980765,【腾讯成长守护平台和中国联通达成合作】腾讯成长守护平台与运营商中国联通达成合作，计划逐步开放平台功能，将成长守护平台功能从线上延伸至手机sim卡，推出面向未成年人及其家长用户的专属定制卡，帮助更多家长实现对未成年人游戏行为的管理和保护。目前，双方合作打造的专属定制卡已进入功能调试阶段，近期将在腾讯“成长守护平台”及中国联通“王卡助手”两大平台开放申请。,sina
45720,2019-05-31,0.969554,【腾讯成长守护平台和中国联通达成合作】腾讯成长守护平台与运营商中国联通达成合作，计划逐步开放平台功能，将成长守护平台功能从线上延伸至手机sim卡，推出面向未成年人及其家长用户的专属定制卡，帮助更多家长实现对未成年人游戏行为的管理和保护。目前，双方合作打造的专属定制卡已进入功能调试阶段，近期将在腾讯“成长守护平台”及中国联通“王卡助手”两大平台开放申请。（36氪）,eastmoney
69720,2019-06-01,0.972047,【2019年京交会：意向签约额1050.6亿美元】为期5天的2019年中国国际服务贸易交易会6月1日落下帷幕。本届京交会共实现意向签约项目总数440个，意向签约金额1050.6亿美元。京交会上，相关机构和企业还发布了10项新技术、新模式、新成果，包括华为首款折叠屏手机和多款自主研发5G芯片、中国联通的5G生态应用方案和模式、中科院半导体研究所全球首发的数字曝光技术、合通机器人全球首发的国际合同智能审核机器人等。（北京日报）,sina
38014,2019-06-01,0.95268,云财经讯，从2019年中国国际服务贸易交易会上获悉，本届交易会共实现意向签约项目总数440个，意向签约金额1050.6亿美元。相关部门、行业协会等在会上发布近30项行业发展报告、发展指数、榜单排名等；相关机构和企业发布10项新技术、新模式、新成果，包括中国联通的5G生态应用方案和模式、中国电信的5G+VR看世园等技术应用、思源公司基于区块链技术的“秘邮”系统等。（新华社）,yuncaijing
87075,2019-06-01,0.960793,"【2019年中国国际服务贸易交易会成果丰硕，意向签约金额超千亿美元】从2019年中国国际服务贸易交易会上获悉，本届交易会共实现意向签约项目总数440个，意向签约金额1050.6亿美元。相关部门、行业协会等在会上发布近30项行业发展报告、发展指数、榜单排名等；相关机构和企业发布10项新技术、新模式、新成果，包括中国联通的5G生态应用方案和模式、中国电信的5G+VR看世园等技术应用、思源公司基于区块链技术的“秘邮”系统等。（新华社）
",wallstreetcn
87748,2019-06-03,0.811666,"【6月3日资金流向】主力净流入行业板块前五：通信、机场、物流、化工
主力净流入概念板块前五：网络安全、边缘计算、黄金、农业种植、科创板
主力净流入个股前十：中兴通讯、有研新材、春兴精工、沪电股份、牧原股份、搜于特、广电网络、中国联通、吴通控股、山东黄金",wallstreetcn
46286,2019-06-03,0.961077,【中国5G牌照可能于本周发放 透露三大信息】目前，国内三大运营商积极布局5G网络建设。中国移动规划在2019年完成5G基站建设3~5万个，5G投资约为172亿元；中国电信2019年5G基站建设计划为2万个，5G投资额为90亿元；中国联通2019年预计将建设约2万个5G基站，计划投资60~80亿元。三大运营商各自在全国十多个城市开展5G组网试验和业务示范，并积极开展了5G友好用户招募工作。（通信世界网）,eastmoney
46833,2019-06-04,0.672467,【5G商用牌照除了将授予三家通信运营商以外 可能发放给广电网络一张】业内人士认为，5G商用牌照最快可能于本周就发放，且可能发放给中国移动、中国电信、中国联通、广电网络四家企业。按照专家预计，5G投资量级达到1.2万亿元，预计带动社会投资4万亿元。基站5G建设阶段，光纤、光模块等领域企业将充分受益。(中国证券报),eastmoney
71078,2019-06-04,0.709302,【5G商用牌照除了将授予三家通信运营商以外 可能发放给广电网络一张】业内人士认为，5G商用牌照最快可能于本周就发放，且可能发放给中国移动、中国电信、中国联通、广电网络四家企业。按照专家预计，5G投资量级达到1.2万亿元，预计带动社会投资4万亿元。基站5G建设阶段，光纤、光模块等领域企业将充分受益。（中证报）,sina
38756,2019-06-04,0.876501,云财经讯，中国铁塔、中国移动、中国联通分别高开1.2%、1.4%、1.1%。小米平开，美团点评跌1.2%。光大证券低开0.2%。,yuncaijing
88628,2019-06-04,0.93253,"【恒指高开0.4%，5G概念上涨】
中国铁塔、中国移动、中国联通分别高开1.1%左右。
小米平开，美团点评跌1.2%。
电子代工股分化，瑞声科技、舜宇光学分别低开0.1%、0.6%，丘钛科技平开，比亚迪电子高开1.7%。
光大证券低开0.2%。
",wallstreetcn
71063,2019-06-04,0.930294,【恒指高开0.4%，5G概念上涨】中国铁塔、中国移动、中国联通分别高开1.2%、1.4%、1.1%。美团点评跌1.2%。光大证券低开0.2%。电子代工股分化，瑞声科技、舜宇光学分别低开0.1%、0.6%，丘钛科技平开，比亚迪电子高开1.7%。光大证券低开0.2%。,sina
17698,2019-06-05,0.43574,广电网络(600831)6月5日晚间公告，近日，部分媒体报道了有关5G牌照发放的消息。比如，“工信部将于近期发放5G商用牌照”；“业内人士认为，5G商用牌照最快可能于本周就发放，且可能发放给中国移动、中国电信、中国联通、广电网络四家企业”等。...,10jqka
46934,2019-06-05,0.963363,【5G正式商用牌照明日发放】从e公司记者从业内人士处获悉，工信部或将于明日发放5G商用牌照。此前的6月3日，工信部曾表示，5G商用牌照将于近期发放。至于商用牌照的性质，业内人士向记者明确为“5G正式商用牌照”。这也就意味着，中国5G将跨越预商用阶段。此外，市场对于谁将率先拿到5G牌照也十分关注，候选对象包括中国移动、中国电信、中国联通三大电信运营商以及中国广播电视网络有限公司，这一谜底也将于明日揭晓。（e公司）,eastmoney
46994,2019-06-05,0.498307,【广电网络：广电行业正申请5G牌照的不是本公司】广电网络(600831)6月5日晚间公告，近日，部分媒体报道了有关5G牌照发放的消息。比如，“工信部将于近期发放5G商用牌照”；“业内人士认为，5G商用牌照最快可能于本周就发放，且可能发放给中国移动、中国电信、中国联通、广电网络四家企业”等。公司对此特别说明称，广电行业正在申请5G牌照的是中国广播电视网络有限公司，而不是本公司，公司与中国广播电视网络有限公司不存在股权关系。（证券时报网）,eastmoney
47199,2019-06-05,0.962285,【恒指高开1.3% 权重股普涨】腾讯高开2.7%、小米高开3.1%；丘钛科技、瑞声科技、舜宇光学分别高开3.1%、3.6%、3.6%；ASM Pacific、中芯国际分别高开2.2%、1.8%；中国铁塔、中兴通讯、中国联通、中国电信分别高开2.6%、3%、1.1%、2%。,eastmoney
89462,2019-06-05,0.963758,"【恒指高开1.3%重返27000点上方，权重股普涨】
香港恒生指数开盘涨1.3%至27116.08点；
腾讯高开2.7%、小米高开3.1%；
丘钛科技、瑞声科技、舜宇光学分别高开3.1%、3.6%、3.6%；
ASM Pacific、中芯国际分别高开2.2%、1.8%；
中国铁塔、中兴通讯、中国联通、中国电信分别高开2.6%、3%、1.1%、2%。
",wallstreetcn
38870,2019-06-05,0.968885,云财经讯，从业内人士处获悉，工信部或将于明日发放5G商用牌照。此前的6月3日，工信部曾表示，5G商用牌照将于近期发放。至于商用牌照的性质，业内人士向记者明确为“5G正式商用牌照”。这也就意味着，中国5G将跨越预商用阶段。此外，市场对于谁将率先拿到5G牌照也十分关注，候选对象包括中国移动、中国电信、中国联通三大电信运营商以及中国广播电视网络有限公司，这一谜底也将于明日揭晓。,yuncaijing
71728,2019-06-05,0.961849,【恒指高开1.3%，权重股普涨】腾讯高开2.7%、小米高开3.1%；丘钛科技、瑞声科技、舜宇光学分别高开3.1%、3.6%、3.6%；ASM Pacific、中芯国际分别高开2.2%、1.8%；中国铁塔、中兴通讯、中国联通、中国电信分别高开2.6%、3%、1.1%、2%。,sina
71278,2019-06-05,0.962139,【5G正式商用牌照明日发放】记者从业内人士处获悉，工信部或将于明日发放5G商用牌照。此前的6月3日，工信部曾表示，5G商用牌照将于近期发放。至于商用牌照的性质，业内人士向记者明确为“5G正式商用牌照”。这也就意味着，中国5G将跨越预商用阶段。此外，市场对于谁将率先拿到5G牌照也十分关注，候选对象包括中国移动、中国电信、中国联通三大电信运营商以及中国广播电视网络有限公司，这一谜底也将于明日揭晓。  （证券时报）,sina
39121,2019-06-05,0.975225,"云财经讯，腾讯高开2.7%、小米高开3.1%；
丘钛科技、瑞声科技、舜宇光学分别高开3.1%、3.6%、3.6%；
ASM Pacific、中芯国际分别高开2.2%、1.8%；
中国铁塔、中兴通讯、中国联通、中国电信分别高开2.6%、3%、1.1%、2%。",yuncaijing
72293,2019-06-06,0.982668,【5G终端预计最快何时推出？中国联通：获得入网许可后上市销售】6日，中国联通表示，目前，各终端厂商已经研发了多款5G终端，将在入网测试，获得入网许可后上市销售。公司会积极产业链合作伙伴合作，推动终端品类的丰富和产品成熟，推动终端量产和价格的进一步降低，满足用户对5G终端的需求。,sina
72289,2019-06-06,0.294011,【5G发牌广电入局，建网模式或将史无前例】《财经》记者获悉，在此之前有关采用何种发牌方案和建网、运营方案的讨论中，“多牌少网”的共建方案呼声较大。即发放多张牌照，但采用两个或两个以上的运营商共同建设一张5G网络。这种方案的优势在于可以极大缩短建网时间，提升建网效率，降低建网成本。基于该思路，一个可能方案是“4张牌照+2张网络”的建网方式。中国移动和中国广电共建一张网络，中国电信和中国联通共建一张网络。,sina
72284,2019-06-06,0.978774,【OPPO、vivo、小米：有信心推出国内首批5G手机】6月6日，工信部正式向中国移动、中国联通、中国电信、中国广电四大运营商发放5G商用牌照。这意味着，从今天起，中国5G进入商用阶段。6月6日，OPPO公司表示，已经做好5G商用全面准备，有信心成为国内第一批推出5G商用手机的厂商。vivo公司也表示会持续聚焦消费者需求，与运营商和产业各方聚力合作，为消费者提供好用的5G产品。另外，小米公司表示已经为国内5G正式商用做好了一切准备。（澎湃新闻）,sina
72070,2019-06-06,0.832076,【 我国将加快5G网络部署 】 工信6日向中国电信、中国移动、中国联通和中国广电颁发了基础电信业务经营许可证，批准四家企业经营“第五代数字蜂窝移动通信业务”。基础电信运营商纷纷表示，将加快5G网络部署，让广大消费者尽快体验到5G带来的便利和实惠。（新华社）,sina
47577,2019-06-06,0.843213,【工信部向中国电信、中国移动、中国联通、中国广电发放5G商用牌照】工信部向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。（央视新闻）,eastmoney
39376,2019-06-06,0.514341,云财经讯，在此前有关5G采用何种发牌方案和建网、运营方案的讨论中，“多牌少网”的共建方案呼声较大。基于该思路，一个可能方案是“4张牌照+2张网络”的建网方式，中国移动和中国广电共建一张网络，中国电信和中国联通共建一张网络。据悉，电信联通此前确实就共建5G网络有过探讨分析。（财经）,yuncaijing
39385,2019-06-06,0.984838,云财经讯，6日，中国联通表示，目前，各终端厂商已经研发了多款5G终端，将在入网测试，获得入网许可后上市销售。公司会积极产业链合作伙伴合作，推动终端品类的丰富和产品成熟，推动终端量产和价格的进一步降低，满足用户对5G终端的需求。,yuncaijing
39457,2019-06-06,0.824476,云财经讯，中国移动、中国联通、中国电信分别高开0.9%、1.4%、0.5%，中国铁塔高开1.5%，中兴通讯高开2.1%。,yuncaijing
39467,2019-06-06,0.654046,云财经讯，中国联通宣布，获颁5G商用牌照。,yuncaijing
39472,2019-06-06,0.666085,云财经讯，工信部今日将向中国电信、中国移动、中国联通、中国广电发放5G商用牌照,yuncaijing
39477,2019-06-06,0.961521,云财经讯，据财新报道，工信部将于今天（6月6日）正式发放5G商用牌照，中国移动、中国电信、中国联通加上中国广播电视网络有限公司有望获牌，这意味着中国宣布正式进入5G商用元年。,yuncaijing
39488,2019-06-06,0.981345,云财经讯，深圳首个5G智慧校园正式落户深圳职业技术学院，据悉，该校在全国高校中率先实现中国移动、中国联通和中国电信三大运营商5G信号同时落地覆盖，并成功实现教学应用。(深圳特区报）,yuncaijing
72309,2019-06-06,0.561049,中国联通在港交所公告，联通集团获得工信部发放的5G移动通信业务经营许可。,sina
72321,2019-06-06,0.134392,【中国联通发布5G业务三大市场策略】中国联通6日向记者透露5G发牌后主要市场策略，一是将视网络建设和终端供货情况继续扩大友好体验用户的范围和数量，今年5G用户发展的具体目标还需要根据产业链的成熟程度进一步研究明确；二是已对5G套餐、资费做了储备性的研究规划，流量是消费者市场要考虑的重要因素之一，政企市场则采取多元化收费模式，一企一策；三是5G终端将在入网测试，获得入网许可后上市销售，推动终端量产、降低售价。（证券时报）,sina
72333,2019-06-06,0.499066,【中国联通已开通40个城市的5G试验网络】中国联通今日获得工信部发放的5G商用牌照。中国联通称，目前其已开通国内40个城市的5G试验网络，并成立了5G应用创新联盟，目前已有240余家企业加入。,sina
47567,2019-06-06,0.960831,【工信部发放5G商用牌照 中兴通讯称已做好全面商用准备】6月6日，工信部向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。中兴通讯表示将5G作为公司发展核心战略，多年持续投入，不断创新，具备完整的5G端到端解决方案的能力，在无线、核心网、承载、芯片、终端和行业应用等方面已做好全面商用准备。中兴通讯将积极参与中国5G网络的商用部署和建设，与行业合作伙伴紧密合作，积极推动5G业务应用和实践，助力垂直行业数字化转型。（第一财经）,eastmoney
47537,2019-06-06,0.979961,【一加回应5G牌照：有信心成国内首批推5G商用手机厂商】6月6日上午消息，工信部今日向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。一加方面回应称，有信心成为国内首批推出5G商用手机的厂商，正积极与运营商及5G产业链合作伙伴保持紧密协作，为用户提供极致的5G体验。（云财经）,eastmoney
47515,2019-06-06,0.543611,【中国联通已开通40个城市的5G试验网络】中国联通今日获得工信部发放的5G商用牌照。中国联通称，目前其已开通国内40个城市的5G试验网络，并成立了5G应用创新联盟，目前已有240余家企业加入。（36氪）,eastmoney
47502,2019-06-06,0.120664,【中国联通发布5G业务三大市场策略】中国联通6日向记者透露5G发牌后主要市场策略，一是将视网络建设和终端供货情况继续扩大友好体验用户的范围和数量，今年5G用户发展的具体目标还需要根据产业链的成熟程度进一步研究明确；二是已对5G套餐、资费做了储备性的研究规划，流量是消费者市场要考虑的重要因素之一，政企市场则采取多元化收费模式，一企一策；三是5G终端将在入网测试，获得入网许可后上市销售，推动终端量产、降低售价。（证券时报网）,eastmoney
47477,2019-06-06,0.978916,【OPPO、vivo、小米：有信心推出国内首批5G手机】工信部正式向中国移动、中国联通、中国电信、中国广电四大运营商发放5G商用牌照。这意味着，从今天起，中国5G进入商用阶段。6月6日，OPPO公司表示，已经做好5G商用全面准备，有信心成为国内第一批推出5G商用手机的厂商。vivo公司也表示会持续聚焦消费者需求，与运营商和产业各方聚力合作，为消费者提供好用的5G产品。另外，小米公司表示已经为国内5G正式商用做好了一切准备。（澎湃新闻）,eastmoney
72462,2019-06-06,0.982786,【深圳首个5G智慧校园落户深职院】深圳首个5G智慧校园正式落户深圳职业技术学院，据悉，该校在全国高校中率先实现中国移动、中国联通和中国电信三大运营商5G信号同时落地覆盖，并成功实现教学应用。(深圳特区报）,sina
47436,2019-06-06,0.918817,【5G真的来了！流量资费竟比4G便宜？你关心的9大问题，答案在这儿！】今天上午，工信部正式向中国移动、中国电信、中国联通和中国广电4家公司发放5G正式商用牌照，这标志着我国正式进入了5G商用元年。（央视）,eastmoney
47335,2019-06-06,0.911977,【三大运营商首批5G城市名单 有你家乡吗？】中国电信、中国移动、中国联通今年将分别在至少40个城市覆盖网络，并在部分城市推出5G服务。从国是直通车获得的信息看，中国移动与中国联通选择的40城一致，中国电信尚未披露40城市完整名单，但鹰潭、琼海是电信独有的首批5G城市。（国是直通车）,eastmoney
72443,2019-06-06,0.9668,【中国即将正式下发4张5G商用牌照】据财新报道，工信部将于今天（6月6日）正式发放5G商用牌照，中国移动、中国电信、中国联通加上中国广播电视网络有限公司有望获牌，这意味着中国宣布正式进入5G商用元年。,sina
72437,2019-06-06,0.658081,工信部今日向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。 （央视新闻）,sina
72429,2019-06-06,0.534904,  中国联通宣布，获颁5G商用牌照。,sina
72415,2019-06-06,0.648394,【恒指高开0.2%，通讯概念普涨】中国移动、中国联通、中国电信分别高开0.9%、1.4%、0.5%，中国铁塔高开1.5%，中兴通讯高开2.1%。,sina
72413,2019-06-06,0.946342,5G板块开盘分化，欣天科技大涨9%，剑桥科技高开，中国联通涨1%，中光防雷、汇源通信、恒铭达大幅低开，工信部今日将向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。,sina
72374,2019-06-06,0.989902,【一加回应5G牌照：有信心成国内首批推5G商用手机厂商】工信部今日向中国电信、中国移动、中国联通、中国广电发放5G商用牌照。一加方面回应称，有信心成为国内首批推出5G商用手机的厂商，正积极与运营商及5G产业链合作伙伴保持紧密协作，为用户提供极致的5G体验。,sina
72362,2019-06-06,0.918018,【工信部6日正式向中国电信、中国移动、中国联通、中国广电发放5G商用牌照】工信部：依中国电信集团有限公司、中国移动通信集团有限公司、中国联合网络通信集团有限公司、中国广播电视网络有限公司申请，工业和信息化部经履行法定程序，于2019年6月6日向四家企业颁发了基础电信业务经营许可证，批准四家企业经营“第五代数字蜂窝移动通信业务”。,sina
47585,2019-06-06,0.981652,【深圳首个5G智慧校园落户深职院】深圳首个5G智慧校园诞生了：深圳职业技术学院。据悉，该校在全国高校中率先实现中国移动、中国联通和中国电信三大运营商5G信号同时落地覆盖，并成功实现教学应用。(深圳特区报),eastmoney
72296,2019-06-06,0.942853,【中国铁塔：面对5G商用做好三件事】中国铁塔表示，面对5G商用，中国铁塔主要做好三件事。一是深化铁塔站址开放共享。目前，中国铁塔已有195万存量站址，为中国电信、中国移动、中国联通、中国广电四家共享。同时储备形成了千万级的社会杆塔资源站址库。下一步，将进一步做好统筹协调，进一步争取各地政府支持，牵头开展5G站址规划和资源统筹，营造更好的5G建设发展环境。二是强化技术创新。紧随5G研发和商用进程，联合厂家共同研发适应5G技术特点的新型基础设施，支撑相关产业快速发展成熟。三是以更优品质、更低成本、更高效率做好支撑服务。,sina
